"SeqNo","smpl.loc","seq.rd.cnt","blast_unfilt_class","blast_unfilt_order","blast_unfilt_fam","blast_unfilt_genus","blast_unfilt_genus_species","blast_filt_class","blast_filt_order","blast_filt_fam","blast_filt_genus","blast_filt_genus_species","blast_unfilt_class_ord_fam_gen_spc","blast_filt_class_ord_fam_gen_spc","col_filt_fam","col_unfilt_fam","col_filt_gen_spc","col_unfilt_gen_spc","col_filt_fam_mock","col_filt_gen_spc_mock","col_unfilt_fam_mock","col_unfilt_gen_spc_mock"
"seq826","MST107_MiFiU_tag45",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","MST107_MiFiU_tag46",106,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","MST107_MiFiU_tag46",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","MST107_MiFiU_tag46",19,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","MST107_MiFiU_tag46",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","MST109_MiFiU_tag47",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","MST109_MiFiU_tag47",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","MST109_MiFiU_tag47",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","MST109_MiFiU_tag47",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","MST109_MiFiU_tag48",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","MST109_MiFiU_tag48",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","MST109_MiFiU_tag48",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","MST109_MiFiU_tag48",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","MST110_MiFiU_tag49",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","MST110_MiFiU_tag49",19,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","MST110_MiFiU_tag49",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","MST110_MiFiU_tag49",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","MST110_MiFiU_tag50",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","MST110_MiFiU_tag50",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","MST110_MiFiU_tag50",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","MST110_MiFiU_tag50",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","MST221_MiFiU_tag51",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","MST221_MiFiU_tag51",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","MST221_MiFiU_tag51",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","MST221_MiFiU_tag51",5,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","MST221_MiFiU_tag52",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","MST221_MiFiU_tag52",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","MST221_MiFiU_tag52",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","MST221_MiFiU_tag52",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","MST235_MiFiU_tag53",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","MST235_MiFiU_tag53",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","MST235_MiFiU_tag53",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","MST235_MiFiU_tag53",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","MST235_MiFiU_tag54",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","MST235_MiFiU_tag54",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","MST235_MiFiU_tag54",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","MST235_MiFiU_tag54",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","PCMock_MiFiU_tag56",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","PCMock_MiFiU_tag56",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","PCMock_MiFiU_tag56",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","PCMock_MiFiU_tag56",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq171","NC_MiFiU_tag55",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq518","NC_MiFiU_tag55",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq522","NC_MiFiU_tag55",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq826","NC_MiFiU_tag55",1,"Acidimicrobiia","none","none","none","Acidimicrobidae bacterium YM18-244","none","none","none","none","none","Acidimicrobiia_none_none_Acidimicrobidae bacterium YM18-244","none_none_none_none","#000004FF","#010107FF","#000004","#FEFEFE","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","MST107_MiFiU_tag45",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","MST107_MiFiU_tag46",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","MST109_MiFiU_tag47",20,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","MST109_MiFiU_tag48",24,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","MST110_MiFiU_tag49",204,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","MST110_MiFiU_tag50",64,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","MST221_MiFiU_tag51",15,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","MST221_MiFiU_tag52",5,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","MST235_MiFiU_tag53",47,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","MST235_MiFiU_tag54",61,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","PCMock_MiFiU_tag56",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq94","NC_MiFiU_tag55",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","Acidothermus cellulolyticus","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_Acidothermus cellulolyticus","none_none_none_none","#000004FF","#02020AFF","#000004","#818184","#8B0000","#8B0000","#8B0000","#8B0000"
"seq114","MST107_MiFiU_tag45",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","uncultured Acidothermus sp.","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_uncultured Acidothermus sp.","none_none_none_none","#000004FF","#02020AFF","#000004","#02020A","#8B0000","#8B0000","#8B0000","#8B0000"
"seq114","MST107_MiFiU_tag46",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","uncultured Acidothermus sp.","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_uncultured Acidothermus sp.","none_none_none_none","#000004FF","#02020AFF","#000004","#02020A","#8B0000","#8B0000","#8B0000","#8B0000"
"seq114","MST109_MiFiU_tag47",38,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","uncultured Acidothermus sp.","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_uncultured Acidothermus sp.","none_none_none_none","#000004FF","#02020AFF","#000004","#02020A","#8B0000","#8B0000","#8B0000","#8B0000"
"seq114","MST109_MiFiU_tag48",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","uncultured Acidothermus sp.","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_uncultured Acidothermus sp.","none_none_none_none","#000004FF","#02020AFF","#000004","#02020A","#8B0000","#8B0000","#8B0000","#8B0000"
"seq114","MST110_MiFiU_tag49",217,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","uncultured Acidothermus sp.","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_uncultured Acidothermus sp.","none_none_none_none","#000004FF","#02020AFF","#000004","#02020A","#8B0000","#8B0000","#8B0000","#8B0000"
"seq114","MST110_MiFiU_tag50",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","uncultured Acidothermus sp.","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_uncultured Acidothermus sp.","none_none_none_none","#000004FF","#02020AFF","#000004","#02020A","#8B0000","#8B0000","#8B0000","#8B0000"
"seq114","MST221_MiFiU_tag51",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","uncultured Acidothermus sp.","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_uncultured Acidothermus sp.","none_none_none_none","#000004FF","#02020AFF","#000004","#02020A","#8B0000","#8B0000","#8B0000","#8B0000"
"seq114","MST221_MiFiU_tag52",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","uncultured Acidothermus sp.","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_uncultured Acidothermus sp.","none_none_none_none","#000004FF","#02020AFF","#000004","#02020A","#8B0000","#8B0000","#8B0000","#8B0000"
"seq114","MST235_MiFiU_tag53",1,"Actinomycetia","Acidothermales","Acidothermaceae","Acidothermus","uncultured Acidothermus sp.","none","none","none","none","none","Actinomycetia_Acidothermales_Acidothermaceae_uncultured Acidothermus sp.","none_none_none_none","#000004FF","#02020AFF","#000004","#02020A","#8B0000","#8B0000","#8B0000","#8B0000"
