"SeqNo","smpl.loc","seq.rd.cnt","blast_unfilt_class","blast_unfilt_order","blast_unfilt_fam","blast_unfilt_genus","blast_unfilt_genus_species","blast_filt_class","blast_filt_order","blast_filt_fam","blast_filt_genus","blast_filt_genus_species","blast_unfilt_class_ord_fam_gen_spc","blast_filt_class_ord_fam_gen_spc","col_filt_fam","col_unfilt_fam","col_filt_gen_spc","col_unfilt_gen_spc","col_filt_fam_mock","col_filt_gen_spc_mock","col_unfilt_fam_mock","col_unfilt_gen_spc_mock"
"seq49","MST109_DiBat_tag36",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#470F62FF","#000004","#470F62","#981517","#981517","#981517","#981517"
"seq49","MST110_DiBat_tag37",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#470F62FF","#000004","#470F62","#981517","#981517","#981517","#981517"
"seq49","MST110_DiBat_tag38",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#470F62FF","#000004","#470F62","#981517","#981517","#981517","#981517"
"seq49","MST221_DiBat_tag39",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#470F62FF","#000004","#470F62","#981517","#981517","#981517","#981517"
"seq49","MST221_DiBat_tag40",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#470F62FF","#000004","#470F62","#981517","#981517","#981517","#981517"
"seq49","MST235_DiBat_tag41",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#470F62FF","#000004","#470F62","#981517","#981517","#981517","#981517"
"seq49","MST235_DiBat_tag42",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#470F62FF","#000004","#470F62","#981517","#981517","#981517","#981517"
"seq49","PCMock_DiBat_tag44",31,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#470F62FF","#000004","#470F62","#981517","#981517","#981517","#981517"
"seq86","MST107_DiBat_tag33",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq86","MST107_DiBat_tag34",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq86","MST109_DiBat_tag35",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq86","MST109_DiBat_tag36",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq86","MST110_DiBat_tag37",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq86","MST110_DiBat_tag38",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq86","MST221_DiBat_tag39",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq86","MST221_DiBat_tag40",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq86","MST235_DiBat_tag41",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq86","MST235_DiBat_tag42",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq86","PCMock_DiBat_tag44",5,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#481C6EFF","#000004","#481C6E","#981517","#981517","#981517","#981517"
"seq6","MST107_DiBat_tag33",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq6","MST107_DiBat_tag34",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq6","MST109_DiBat_tag35",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq6","MST109_DiBat_tag36",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq6","MST110_DiBat_tag37",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq6","MST110_DiBat_tag38",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq6","MST221_DiBat_tag39",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq6","MST221_DiBat_tag40",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq6","MST235_DiBat_tag41",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq6","MST235_DiBat_tag42",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq6","PCMock_DiBat_tag44",82,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#482878FF","#A280AA","#A393BC","#B24044","#B24044","#B24044","#B24044"
"seq74","MST107_DiBat_tag33",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq74","MST107_DiBat_tag34",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq74","MST109_DiBat_tag35",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq74","MST109_DiBat_tag36",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq74","MST110_DiBat_tag37",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq74","MST110_DiBat_tag38",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq74","MST221_DiBat_tag39",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq74","MST221_DiBat_tag40",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq74","MST235_DiBat_tag41",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq74","MST235_DiBat_tag42",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq74","PCMock_DiBat_tag44",11,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Actinopteri","Syngnathiformes","Mullidae","Mullus","Mullus surmuletus","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus vaigiensis","Actinopteri_Syngnathiformes_Mullidae_Mullus surmuletus","#481B6DFF","#482878FF","#481B6D","#482878","#481B6DFF","#481B6D","#482878FF","#482878"
"seq2","MST107_DiBat_tag33",86,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq2","MST107_DiBat_tag34",1,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq2","MST109_DiBat_tag35",1,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq2","MST109_DiBat_tag36",1,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq2","MST110_DiBat_tag37",1,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq2","MST110_DiBat_tag38",1,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq2","MST221_DiBat_tag39",1,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq2","MST221_DiBat_tag40",1,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq2","MST235_DiBat_tag41",1,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq2","MST235_DiBat_tag42",1,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq2","PCMock_DiBat_tag44",1,"Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri","Gobiiformes","Gobiidae","Gobiusculus","Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","Actinopteri_Gobiiformes_Gobiidae_Gobiusculus flavescens","#46337EFF","#463480FF","#A399BF","#A39AC0","#46337EFF","#A399BF","#463480FF","#A39AC0"
"seq5","MST107_DiBat_tag33",83,"Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","#46337EFF","#463480FF","#46337E","#463480","#46337EFF","#46337E","#463480FF","#463480"
"seq25","MST107_DiBat_tag33",64,"Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","#46337EFF","#463480FF","#46337E","#463480","#46337EFF","#46337E","#463480FF","#463480"
"seq5","MST107_DiBat_tag34",1,"Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","#46337EFF","#463480FF","#46337E","#463480","#46337EFF","#46337E","#463480FF","#463480"
"seq25","MST107_DiBat_tag34",1,"Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","#46337EFF","#463480FF","#46337E","#463480","#46337EFF","#46337E","#463480FF","#463480"
"seq5","MST109_DiBat_tag35",1,"Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","#46337EFF","#463480FF","#46337E","#463480","#46337EFF","#46337E","#463480FF","#463480"
"seq25","MST109_DiBat_tag35",1,"Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","Actinopteri_Gobiiformes_Gobiidae_Neogobius melanostomus","#46337EFF","#463480FF","#46337E","#463480","#46337EFF","#46337E","#463480FF","#463480"
