"SeqNo","smpl.loc","seq.rd.cnt","blast_unfilt_class","blast_unfilt_order","blast_unfilt_fam","blast_unfilt_genus","blast_unfilt_genus_species","blast_filt_class","blast_filt_order","blast_filt_fam","blast_filt_genus","blast_filt_genus_species","blast_unfilt_class_ord_fam_gen_spc","blast_filt_class_ord_fam_gen_spc","col_filt_fam","col_unfilt_fam","col_filt_gen_spc","col_unfilt_gen_spc","col_filt_fam_mock","col_filt_gen_spc_mock","col_unfilt_fam_mock","col_unfilt_gen_spc_mock"
"seq53","MST109_DiBat_tag35",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#471264FF","#000004","#471264","#8B0000","#8B0000","#8B0000","#8B0000"
"seq53","MST109_DiBat_tag36",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#471264FF","#000004","#471264","#8B0000","#8B0000","#8B0000","#8B0000"
"seq53","MST110_DiBat_tag37",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#471264FF","#000004","#471264","#8B0000","#8B0000","#8B0000","#8B0000"
"seq53","MST110_DiBat_tag38",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#471264FF","#000004","#471264","#8B0000","#8B0000","#8B0000","#8B0000"
"seq53","MST221_DiBat_tag39",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#471264FF","#000004","#471264","#8B0000","#8B0000","#8B0000","#8B0000"
"seq53","MST221_DiBat_tag40",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#471264FF","#000004","#471264","#8B0000","#8B0000","#8B0000","#8B0000"
"seq53","MST235_DiBat_tag41",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#471264FF","#000004","#471264","#8B0000","#8B0000","#8B0000","#8B0000"
"seq53","MST235_DiBat_tag42",1,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#471264FF","#000004","#471264","#8B0000","#8B0000","#8B0000","#8B0000"
"seq53","PCMock_DiBat_tag44",17,"Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia","Maulisia mauli","none","none","none","none","none","Actinopteri_Alepocephaliformes_Platytroctidae_Maulisia mauli","none_none_none_none","#000004FF","#471264FF","#000004","#471264","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","MST107_DiBat_tag33",1,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","MST107_DiBat_tag34",1,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","MST109_DiBat_tag35",1,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","MST109_DiBat_tag36",1,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","MST110_DiBat_tag37",1,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","MST110_DiBat_tag38",1,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","MST221_DiBat_tag39",1,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","MST221_DiBat_tag40",1,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","MST235_DiBat_tag41",1,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","MST235_DiBat_tag42",1,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq72","PCMock_DiBat_tag44",2,"Actinopteri","Anguilliformes","Synaphobranchidae","Synaphobranchus","Synaphobranchus kaupii","none","none","none","none","none","Actinopteri_Anguilliformes_Synaphobranchidae_Synaphobranchus kaupii","none_none_none_none","#000004FF","#482173FF","#000004","#482173","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","MST107_DiBat_tag33",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","MST107_DiBat_tag34",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","MST109_DiBat_tag35",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","MST109_DiBat_tag36",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","MST110_DiBat_tag37",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","MST110_DiBat_tag38",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","MST221_DiBat_tag39",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","MST221_DiBat_tag40",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","MST235_DiBat_tag41",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","MST235_DiBat_tag42",1,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq76","PCMock_DiBat_tag44",2,"Actinopteri","Carangiformes","Carangidae","Scomberoides","Scomberoides commersonnianus","none","none","none","none","none","Actinopteri_Carangiformes_Carangidae_Scomberoides commersonnianus","none_none_none_none","#000004FF","#46307EFF","#000004","#46307E","#8B0000","#8B0000","#8B0000","#8B0000"
"seq7","MST107_DiBat_tag33",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq7","MST107_DiBat_tag34",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq7","MST109_DiBat_tag35",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq7","MST109_DiBat_tag36",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq7","MST110_DiBat_tag37",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq7","MST110_DiBat_tag38",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq7","MST221_DiBat_tag39",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq7","MST221_DiBat_tag40",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq7","MST235_DiBat_tag41",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq7","MST235_DiBat_tag42",1,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq7","PCMock_DiBat_tag44",70,"Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus cinerascens","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","Actinopteri_Centrarchiformes_Kyphosidae_Kyphosus cinerascens","Actinopteri_Scombriformes_Scombridae_Auxis rochei","#440154FF","#433E85FF","#A280AA","#433E85","#AC373A","#AC373A","#AC373A","#AC373A"
"seq3","MST107_DiBat_tag33",69,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq14","MST107_DiBat_tag33",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq3","MST107_DiBat_tag34",67,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq14","MST107_DiBat_tag34",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq3","MST109_DiBat_tag35",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq14","MST109_DiBat_tag35",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq3","MST109_DiBat_tag36",71,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq14","MST109_DiBat_tag36",61,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq3","MST110_DiBat_tag37",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq14","MST110_DiBat_tag37",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq3","MST110_DiBat_tag38",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq14","MST110_DiBat_tag38",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq3","MST221_DiBat_tag39",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq14","MST221_DiBat_tag39",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq3","MST221_DiBat_tag40",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq14","MST221_DiBat_tag40",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq3","MST235_DiBat_tag41",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
"seq14","MST235_DiBat_tag41",1,"Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","Actinopteri_Gobiiformes_Gobiidae_Gobius niger","#443A83FF","#3E4C8AFF","#C1BDD6","#BFC3D8","#443A83FF","#C1BDD6","#3E4C8AFF","#BFC3D8"
